gene_symbol	hgnc_id	gene_name	panel_count	green_panel_count	panel_ids	panel_names	modes_of_inheritance	phenotypes	has_panelapp_green_support
LIM2	HGNC:6610	lens intrinsic membrane protein 2	1	1	230	Bilateral congenital or childhood onset cataracts	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cataract 19, multiple types, OMIM:615277	TRUE
LIPE	HGNC:6621	lipase E, hormone sensitive type	1	1	546	Severe insulin resistance and lipodystrophy syndromes	BIALLELIC, autosomal or pseudoautosomal	Lipodystrophy, familial partial, type 6, 615980	TRUE
LOX	HGNC:6664	lysyl oxidase	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Aortic aneurysm, familial thoracic 10, OMIM:617168	TRUE
LRPAP1	HGNC:6701	LDL receptor related protein associated protein 1	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	EXTREME MYOPIA;MYOPIA 23, AUTOSOMAL RECESSIVE 615431	TRUE
LRSAM1	HGNC:25135	leucine rich repeat and sterile alpha motif containing 1	1	1	85	Hereditary neuropathy	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Charcot Marie Toothe disease, axonal, type 2P, 614436	TRUE
LTBP4	HGNC:6717	latent transforming growth factor beta binding protein 4	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IC 613177	TRUE
LYN	HGNC:6735	LYN proto-oncogene, Src family tyrosine kinase	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autoinflammatory disease, systemic, with vasculitis, OMIM:620376	TRUE
MALT1	HGNC:6819	MALT1 paracaspase	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Bacterial, fungal and viral infections;Combined immunodeficiency;Immunodeficiencies affecting cellular and humoral immunity;Immunodeficiency 12 615468	TRUE
MAP3K14	HGNC:6853	mitogen-activated protein kinase kinase kinase 14	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 112, OMIM:620449	TRUE
MBD4	HGNC:6919	methyl-CpG binding domain 4, DNA glycosylase	1	1	504	Inherited polyposis and early onset colorectal cancer - germline testing	BIALLELIC, autosomal or pseudoautosomal	Acute myeloid leukemia;Adenomatous colorectal polyposis;Colorectal cancer;Multi-organ tumour predisposition syndrome;Tumor predisposition syndrome 2, OMIM:619975;Uveal melanoma	TRUE
MCM8	HGNC:16147	minichromosome maintenance 8 homologous recombination repair factor	1	1	155	Primary ovarian insufficiency	BIALLELIC, autosomal or pseudoautosomal	premature ovarian failure	TRUE
MCTS1	HGNC:23357	MCTS1, re-initiation and release factor	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Inherited susceptibility to mycobacterial diseases, MONDO:0019146	TRUE
MEN1	HGNC:7010	menin 1	1	1	243	Childhood solid tumours	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Multiple Endocrine Neoplasia;Multiple endocrine neoplasia 1, 131100	TRUE
MIP	HGNC:7103	major intrinsic protein of lens fiber	1	1	230	Bilateral congenital or childhood onset cataracts	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cataract 15, multiple types, 615274;Cataracts	TRUE
MIR140	HGNC:31527	microRNA 140	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	MIR140-related spondyloepiphyseal dysplasia, Nishimura type;MONDO:0032835	TRUE
MIR204	HGNC:31582	microRNA 204	1	1	307	Retinal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Retinal dystrophy and iris coloboma with or without cataract, OMIM:616722;MONDO:0014747;familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome	TRUE
MME	HGNC:7154	membrane metalloendopeptidase	1	1	85	Hereditary neuropathy	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, axonal, type 2T, OMIM:617017	TRUE
MNS1	HGNC:29636	meiosis specific nuclear structural 1	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Heterotaxy, visceral, 9, autosomal, with male infertility (Autosomal recessive);Heterotaxy, visceral, 9, autosomal, with male infertility, OMIM:618948	TRUE
MOCOS	HGNC:18234	molybdenum cofactor sulfurase	1	1	678	Unexplained young onset end-stage renal disease	BIALLELIC, autosomal or pseudoautosomal	Xanthinuria, type II, OMIM:603592	TRUE
MPEG1	HGNC:29619	macrophage expressed 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Immunodeficiency 77, OMIM:619223	TRUE
MSH4	HGNC:7327	mutS homolog 4	1	1	155	Primary ovarian insufficiency	BIALLELIC, autosomal or pseudoautosomal	Primary ovarian insufficiency;non-obstructive azoospermia;primary ovarian failure, MONDO:0005387	TRUE
MSN	HGNC:7373	moesin	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Combined immunodeficiency;Immunodeficiencies affecting cellular and humoral immunity;Immunodeficiency 50, 300988;Recurrent infections with bacteria, varicella, neutropenia	TRUE
MTCL1	HGNC:29121	microtubule crosslinking factor 1	1	1	488	Hereditary ataxia and cerebellar anomalies - childhood onset	BIALLELIC, autosomal or pseudoautosomal	episodic pain;mild intellectual disability;seizures;slowly progressive cerebellar ataxia;spinocerebellar ataxia	TRUE
MUTYH	HGNC:7527	mutY DNA glycosylase	1	1	504	Inherited polyposis and early onset colorectal cancer - germline testing	BIALLELIC, autosomal or pseudoautosomal	Adenomas, multiple colorectal, OMIM:608456	TRUE
MYBBP1A	HGNC:7546	MYB binding protein 1a	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	non-immune hydrops fetalis, MONDO:0009369	TRUE
NAE1	HGNC:621	NEDD8 activating enzyme E1 subunit 1	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	NAE1-associated neurodevelopmental disorder with intellectual disability, ischiopubic hypoplasia, stress-mediated lymphopenia and neurodegeneration	TRUE
NAF1	HGNC:25126	nuclear assembly factor 1 ribonucleoprotein	1	1	1638	Childhood interstitial lung disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7, OMIM:620365;pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7, MONDO:0957261	TRUE
NCKAP1L	HGNC:4862	NCK associated protein 1 like	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Immune dysregulation;Immunodeficiency	TRUE
NDC1	HGNC:25525	NDC1 transmembrane nucleoporin	1	1	85	Hereditary neuropathy	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with achalasia, polyneuropathy, and alacrima, OMIM:621328;neurodevelopmental disorder with achalasia, polyneuropathy, and alacrima, MONDO:0979875	TRUE
NDNF	HGNC:26256	neuron derived neurotrophic factor	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	NDNF-related Congenital Hypogonadotrophic Hypogonadism	TRUE
NEK9	HGNC:18591	NIMA related kinase 9	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	?Arthrogryposis, Perthes disease, and upward gaze palsy, OMIM:614262;Arthrogryposis, Perthes disease, and upward gaze palsy, MONDO:0013660;Lethal congenital contracture syndrome 10, OMIM:617022;NEK9-related lethal skeletal dysplasia, MONDO:0014870	TRUE
NFAT5	HGNC:7774	nuclear factor of activated T-cells 5	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Diseases of Immune Dysregulation;IBD, recurrent sinopulmonary infections;NFAT5 haploinsufficieny	TRUE
NFKB1	HGNC:7794	nuclear factor kappa B subunit 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Common variable immunodeficiency disorders (CVID);Immunodeficiency, common variable, 12 616576;Predominantly Antibody Deficiencies;Recurrent sinopulmonary infections, COPD, EBV proliferation, autoimmune cytopenias, alopecia and autoimmune thyroiditis;Unclassified antibody deficiency	TRUE
NFKB2	HGNC:7795	nuclear factor kappa B subunit 2	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Common variable immunodeficiency disorders (CVID);Hypogammaglobuliaemia;Immunodeficiency, common variable, 10 615577;Predominantly Antibody Deficiencies;Recurrent sinopulmonary infections, alopecia and endorinopathies;Unclassified antibody deficiency;central adrenal insufficiency;immune dysregulation	TRUE
NFKBIA	HGNC:7797	NFKB inhibitor alpha	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Anhidrotic ectodermal dysplasia,  various infections (bacteria, mycobacteria, viruses and fungi), colitis, variable defects of skin, hair and teeth, T cell and monocyte dysfunction;Combined immunodeficiencies with associated or syndromic features;Defects of TLR/NFkappa-B signalling;Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency 612132	TRUE
NKX2-2	HGNC:7835	NK2 homeobox 2	1	1	293	Neonatal diabetes	BIALLELIC, autosomal or pseudoautosomal	Neonatal diabetes mellitus, MONDO:0016391;Syndromic neonatal diabetes, with severe developmental delay, hypotonia, cortical blindness, hearing impairment	TRUE
NLRC4	HGNC:16412	NLR family CARD domain containing 4	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	?Familial cold autoinflammatory syndrome 4, OMIM:616115;Autoinflammation with infantile enterocolitis, OMIM:616050;Autoinflammatory Disorders;Severe enterocolitis and macrophage activation syndrome	TRUE
NLRP1	HGNC:14374	NLR family pyrin domain containing 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	?Respiratory papillomatosis, juvenile recurrent, congenital, OMIM:618803;Autoinflammation with arthritis and dyskeratosis, OMIM:617388;Palmoplantar carcinoma, multiple self-healing, OMIM:615225;{Vitiligo-associated multiple autoimmune disease susceptibility 1}, OMIM:606579	TRUE
NOBOX	HGNC:22448	NOBOX oogenesis homeobox	1	1	155	Primary ovarian insufficiency	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Premature Ovarian Failure;Premature ovarian failure 5,611548	TRUE
NPTX1	HGNC:7952	neuronal pentraxin 1	1	1	488	Hereditary ataxia and cerebellar anomalies - childhood onset	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 50, OMIM:620158	TRUE
NR1H4	HGNC:7967	nuclear receptor subfamily 1 group H member 4	1	1	385	Neonatal cholestasis	BIALLELIC, autosomal or pseudoautosomal	Cholestasis, Progressive Familial Intrahepatic 5;Cholestasis, progressive familial intrahepatic 5, 617049;Neonatal and Adult Cholestasis;ciliopathy;modifier of other genetic cholestatic conditions	TRUE
NR3C1	HGNC:7978	nuclear receptor subfamily 3 group C member 1	1	1	314	Extreme early-onset hypertension	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glucocorticoid resistance	615962	TRUE
NTHL1	HGNC:8028	nth like DNA glycosylase 1	1	1	504	Inherited polyposis and early onset colorectal cancer - germline testing	BIALLELIC, autosomal or pseudoautosomal	Familial adenomatous polyposis 3, OMIM:616415;NTHL1-related attenuated familial adenomatous polyposis, MONDO:0014630	TRUE
NUDCD3	HGNC:22208	NudC domain containing 3	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Omenn syndrome, MONDO:0011338;severe combined immunodeficiency, MONDO:0015974	TRUE
OBSCN	HGNC:15719	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	1	1	490	Hypotonic infant	BIALLELIC, autosomal or pseudoautosomal	{Rhabdomyolysis, susceptibility to, 1}, OMIM:620235	TRUE
OPN1LW	HGNC:9936	opsin 1, long wave sensitive	1	1	307	Retinal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Blue cone monochromacy, 303700	TRUE
OPN1MW	HGNC:4206	opsin 1, medium wave sensitive	1	1	307	Retinal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Blue cone monochromacy, 303700	TRUE
PAPPA2	HGNC:14615	pappalysin 2	1	1	486	Paediatric disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, Dauber-Argente type, OMIM:619489	TRUE
PDCD2	HGNC:8762	programmed cell death 2	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Nonimmune hydrops fetalis;hydrops fetalis and early pregnancy loss	TRUE
PDE2A	HGNC:8777	phosphodiesterase 2A	1	1	847	Childhood onset dystonia, chorea or related movement disorder	BIALLELIC, autosomal or pseudoautosomal	infantile‐onset chorea‐predominant movement disorder	TRUE
PHOX2A	HGNC:691	paired like homeobox 2a	1	1	512	Congenital fibrosis of the extraocular muscles	BIALLELIC, autosomal or pseudoautosomal	Fibrosis of extraocular muscles, congenital, 2, OMIM:602078	TRUE
PIK3CG	HGNC:8978	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	HLH-like;Immune dysregulation;T lymphocytic pneumonitis and colitis;childhood-onset antibody defects;cytopenias	TRUE
PKP1	HGNC:9023	plakophilin 1	1	1	554	Epidermolysis bullosa and congenital skin fragility	BIALLELIC, autosomal or pseudoautosomal	Ectodermal dysplasia/skin fragility syndrome, OMIM:604536	TRUE
PLIN1	HGNC:9076	perilipin 1	1	1	546	Severe insulin resistance and lipodystrophy syndromes	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lipodystrophy, familial partial, type 4, 613877	TRUE
PMP2	HGNC:9117	peripheral myelin protein 2	1	1	85	Hereditary neuropathy	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Charcot-Marie-Tooth disease, demyelinating, type 1G, 618279	TRUE
PODXL	HGNC:9171	podocalyxin like	1	1	678	Unexplained young onset end-stage renal disease	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital nephrotic syndrome	TRUE
POPDC3	HGNC:17649	popeye domain containing 3	1	1	490	Hypotonic infant	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, autosomal recessive 26, OMIM:618848;muscular dystrophy, limb-girdle, autosomal recessive 26, MONDO:0030014	TRUE
PPP2R3C	HGNC:17485	protein phosphatase 2 regulatory subunit B''gamma	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy, OMIM:618419	TRUE
PQLC2	HGNC:26001	PQ loop repeat containing 2	1	1	307	Retinal disorders	BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa, MONDO:0019200	TRUE
PRDM16	HGNC:14000	PR/SET domain 16	1	1	1220	Unexplained death in infancy and sudden unexplained death in childhood	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cardiomyopathy, dilated, 1LL, OMIM:615373;Left ventricular noncompaction 8, OMIM:615373;left ventricular noncompaction 8, MONDO:0014152	TRUE
PRG4	HGNC:9364	proteoglycan 4	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Camptodactyly-arthropathy-coxa vara-pericarditis syndrome 208250	TRUE
PRKCD	HGNC:9399	protein kinase C delta	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Autoimmune lymphoproliferative syndrome (ALPS);Autoimmune lymphoproliferative syndrome, type III 615559;Diseases of Immune Dysregulation;Immunodeficiency, common variable, 9;Recurrent infections, EBV chronic infection, lymphoproliferation, SLE-like autoimmunity (nephrotic and antiphospholipid syndromes), low IgG;Unclassified antibody deficiency	TRUE
PRKDC	HGNC:9413	protein kinase, DNA-activated, catalytic polypeptide	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiency;DNA Pkcs deficiency;Immunodeficiencies affecting cellular and humoral immunity;Immunodeficiency 26, with or without neurologic abnormalities;Immunodeficiency, with or without neurologic abnormalities;Nl NK, radiation sensitive, microcephaly;Severe combined immunodeficiency (SCID)	TRUE
PROKR1	HGNC:4524	prokineticin receptor 1	1	1	1217	Paediatric pseudo-obstruction syndrome	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Hirschsprung disease, MONDO:0018309	TRUE
PRPF19	HGNC:17896	pre-mRNA processing factor 19	1	1	486	Paediatric disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	PRPF19-related neurodevelopmental disorder	TRUE
PRPF4	HGNC:17349	pre-mRNA processing factor 4	1	1	307	Retinal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Retinitis pigmentosa 70	TRUE
PSEN2	HGNC:9509	presenilin 2	1	1	265	Early onset dementia (encompassing fronto-temporal dementia and prion disease)	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Dementia	TRUE
PSMF1	HGNC:9571	proteasome inhibitor subunit 1	1	1	478	Fetal anomalies	BIALLELIC, autosomal or pseudoautosomal	Complex neurodevelopmental disorder with motor features, MONDO:0100516, PSMF1-related	TRUE
PSTPIP1	HGNC:9580	proline-serine-threonine phosphatase interacting protein 1	1	1	398	Primary immunodeficiency or monogenic inflammatory bowel disease	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Autoinflammatory Disorders;Destructive arthritis, inflammatory skin rash, myositis;Hyperzincaemia hypercalprotectinaemia;Pyogenic sterile arthritis, pyoderma gangrenosum, and acne, OMIM:604416	TRUE
