gene_symbol	panelapp_phenotype
ATP1A3	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2, 614820
ATP1A3	Alternating Hemiplegia of Childhood (AHC), intellectual disability
ATP1A3	Alternating hemiplegia of childhood 2
ATP1A3	Alternating hemiplegia of childhood 2 (#614820) and Dystonia 12 (#128235)
ATP1A3	CAPOS Syndrome (recurrent mutation)
ATP1A3	CAPOS syndrome
ATP1A3	Catastrophic epilepsy, unusual apnea spells, and postnatal microcephaly
ATP1A3	Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorineural hearing loss (CAPOS, #601338)
ATP1A3	DYSTONIA 12, 128235
ATP1A3	Developmental and epileptic encephalopathy 99, OMIM:619606
ATP1A3	Dystonia-12
ATP1A3	Dystonia-12, 128235
ATP1A3	Polymicrogyria
ATP1A3	Polymicrogyria, MONDO:0000087
ATP1A3	RAPID-ONSET DYSTONIA-PARKINSONISM 128235
ATP1A3	Rapid-Onset Dystonia-Parkinsonism
ATP1A3	alternating hemiplegia of childhood
ATP1A3	developmental delay
ATP1A3	epilepsy, MONDO:0005027
ATP1A3	rapid-onset dystonia-parkinsonism
KIF1A	NESCAV SYNDROME, 614255
KIF1A	NESCAV syndrome, OMIM:614255
KIF1A	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC, 614213
KIF1A	Neuropathy, hereditary sensory, type IIC, OMIM:614213
KIF1A	Spastic paraplegia 30, autosomal dominant, OMIM:610357
KIF1A	Spastic paraplegia 30, autosomal recessive, OMIM:610357
NPC1	NIEMANN-PICK DISEASE, TYPE C1
NPC1	NIEMANN-PICK DISEASE, TYPE C1 257220
NPC1	NPC1
NPC1	Neonatal and Adult Cholestasis
NPC1	Niemann-Pick disease type C1, 257220
NPC1	Niemann-Pick disease types C1 and D (#257220)
NPC1	Niemann-Pick disease, type C
NPC1	Niemann-Pick disease, type C1
NPC1	Niemann-Pick disease, type C1, 257220
NPC1	Niemann-Pick disease, type D
NPC1	Niemann-Pick disease, type D, 257220
NPC1	Niemann_Pick type C disease
NPC1	Very Early Onset Inflammatory Bowel Disease
PEX16	Disorders of peroxisome biogenesis
PEX16	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 9
PEX16	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 9 (PBD-CG9)
PEX16	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 9 603360
PEX16	Peroxisomal biogenesis disorders
PEX16	Peroxisome Biogenesis Disorders, Zellweger Syndrome Spectrum
PEX16	Peroxisome biogenesis disorder
PEX16	Peroxisome biogenesis disorder 8A (Zellweger) 614876
PEX16	Peroxisome biogenesis disorder 8A, (Zellweger)
PEX16	Peroxisome biogenesis disorder 8A, (Zellweger), 614876
PEX16	Peroxisome biogenesis disorder 8A, (Zellweger), 614876Peroxisome biogenesis disorder 8B, 614877
PEX16	Peroxisome biogenesis disorder 8B
PEX16	Peroxisome biogenesis disorder 8B (#614877)   infantile progressive ataxia and spastic paresis
PEX16	Peroxisome biogenesis disorder 8B, 614877
PEX16	Peroxisome-Associated Disorders & Zellweger Syndrome
PEX16	ZELLWEGER SYNDROME
PEX16	ZELLWEGER SYNDROME 214100
PEX16	Zellweger Syndrome
PEX16	Zellweger syndrome (614876)
POLR3A	Adolescent onset progressive spastic ataxia, tremor, involvement of central sensory tracts, dental complications
POLR3A	Autosomal Recessive Ataxia
POLR3A	Autosomal Recessive Wiedemann Rautenstrauch Syndrome
POLR3A	Autosomal Recessive Wiedemann Rautenstrauch Syndrome, 264090
POLR3A	Bilateral hyperintensities on MRI from the superior cerebellar peduncle to the dentate nucleus / midbrain
POLR3A	General Leukodystrophy & Mitochondrial Leukoencephalopathy
POLR3A	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
POLR3A	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM 607694
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	607694
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, 607694
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropichypogonadism, 607694
POLR3A	Severe VZV infection
POLR3A	Wiedemann-Rautenstrauch syndrome, 264090
CHD7	#214800:CHARGE syndrome
CHD7	#612370:Hypogonadotropic hypogonadism 5 with or without anosmia
CHD7	214800
CHD7	Bilateral Microtia
CHD7	Bilateral Microtia, 214800
CHD7	CHARGE SYNDROME
CHD7	CHARGE SYNDROME 214800
CHD7	CHARGE syndrome
CHD7	CHARGE syndrome 214800
CHD7	CHARGE syndrome, 214800
CHD7	CHARGE syndrome, 214800{Scoliosis, idiopathic 3}, 608765Hypogonadotropic hypogonadism 5 with or without anosmia, 612370
CHD7	CHARGE syndrome, OMIM:214800
CHD7	COLOBOMA, HEART ANOMALY, CHOANAL ATRESIA, RETARDATION, GENITAL AND EAR ANOMALIES
CHD7	Charge syndrome
CHD7	Coloboma, heart anomaly, choanal atresia, intellectual disability, genital and ear anomalies, CNS malformation, some are SCID-like and have low TRECs
CHD7	Combined immunodeficiencies with associated or syndromic features
CHD7	IDIOPATHIC HYPOGONADOTROPIC HYPOGONADISM
CHD7	IDIOPATHIC HYPOGONADOTROPIC HYPOGONADISM 146110
CHD7	Immunodeficiency
CHD7	KALLMANN SYNDROME TYPE 5
CHD7	KALLMANN SYNDROME TYPE 5 (KAL5)
CHD7	KALLMANN SYNDROME TYPE 5 612370
CHD7	hearing loss
FOLR1	Cerebral folate deficiency due to FOLR1 deficiency (Disorders of folate metabolism and transport)
FOLR1	Folate receptor alpha deficiency
FOLR1	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY
FOLR1	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY 613068
FOLR1	Neurodegeneration due to cerebral folate transport deficiency	613068
FOLR1	Neurodegeneration due to cerebral folate transport deficiency, 613068
FOLR1	seizures
KMT2D	Autoimmunity
KMT2D	Autosomal dominant neonatal hypoglycaemia as part of Kabuki syndrome
KMT2D	Bilateral Microtia
KMT2D	Hypogammaglobulinemia
KMT2D	KABUKI SYNDROME
KMT2D	KABUKI SYNDROME 147920
KMT2D	Kabuki syndrome
KMT2D	Kabuki syndrome 1 - 147920
KMT2D	Kabuki syndrome 1 147920
KMT2D	Kabuki syndrome 1, 147920
KMT2D	Kabuki syndrome 1, OMIM:147920
KMT2D	Recurrent infections (otitis media, pneumonia)
LETM1	LETM1-related neurodevelopmental disorder
LETM1	Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction, OMIM:620089
SLC16A2	Allan-Herndon-Dudley syndrome, OMIM:300523
SLC16A2	General Leukodystrophy & Mitochondrial Leukoencephalopathy
SLC16A2	Hypomyelinating Leukodystrophy & Pelizaeus-Merzbacher Disease
SLC16A2	MCT8 (SLC16A2)-SPECIFIC THYROID HORMONE CELL TRANSPORTER DEFICIENCY
SLC16A2	MCT8 (SLC16A2)-SPECIFIC THYROID HORMONE CELL TRANSPORTER DEFICIENCY 300523
SLC16A2	Monocarboxylate transporter 8 deficiency (MCT8)
WDR73	GALLOWAY-MOWAT SYNDROME: MICROCEPHALY AND STEROID-RESISTANT NEPHROTIC SYNDROME
WDR73	Galloway Mowat syndrome, when patients are ambulant ataxia is a recognised feature
WDR73	Galloway-Mowat syndrome 1 #251300
WDR73	Galloway-Mowat syndrome 1, 251300
DHCR7	Cataracts
DHCR7	Disorders of sex development
DHCR7	IUGR and IGF abnormalities
DHCR7	Intellectual disability
DHCR7	SLOS
DHCR7	SMITH-LEMLI-OPITZ SYNDROME
DHCR7	SMITH-LEMLI-OPITZ SYNDROME (SLOS)
DHCR7	SMITH-LEMLI-OPITZ SYNDROME 270400
DHCR7	Smith - Lemli - Opitz syndrome (Disorders of sterol biosynthesis)
DHCR7	Smith-Lemli-Opitz syndrome
DHCR7	Smith-Lemli-Opitz syndrome   270400
DHCR7	Smith-Lemli-Opitz syndrome 270400
DHCR7	Smith-Lemli-Opitz syndrome, 270400
DHCR7	Smith-Lemli-Opitz syndrome, OMIM:270400
DHCR7	alobar holoprosencephaly (HPE)
DHCR7	renal agenesis
ATP13A2	Adult-onset lower-limb predominant spastic paraparesis
ATP13A2	Dystonia
ATP13A2	Eye Disorders
ATP13A2	Kufor-Rakeb Syndrome
ATP13A2	Kufor-Rakeb syndrome
ATP13A2	Kufor-Rakeb syndrome	606693
ATP13A2	Kufor-Rakeb syndrome 606693
ATP13A2	PARKINSON DISEASE 9
ATP13A2	PARKINSON DISEASE 9 606693
ATP13A2	Parkinson disease
ATP13A2	Parkinson disease 9, 606693
ATP13A2	Spastic paraplegia 78, autosomal recessive, 617225
ATP13A2	complicated hereditary spastic paraplegia
COL4A1	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps #611773
COL4A1	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps 611773
COL4A1	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps OMIM:611773
COL4A1	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, OMIM:611773
COL4A1	Brain small vessel disease with or without ocular anomalies
COL4A1	Brain small vessel disease with or without ocular anomalies 607595
COL4A1	Brain small vessel disease with or without ocular anomalies, OMIM:175780
COL4A1	Congenital cataracts
COL4A1	Exophytic renal cysts
COL4A1	Eye Disorders
COL4A1	Microangiopathy and leukoencephalopathy, pontine, autosomal dominant, OMIM:618564
COL4A1	PORENCEPHALY 1
COL4A1	PORENCEPHALY 1 175780
COL4A1	Porencephaly 1
COL4A1	Porencephaly 1 175780
COL4A1	Porencephaly 1, 175780Brain small vessel disease with hemorrhage, 607595Angiopathy, hereditary, with nephropathy, aneurysms, and muscle, 611773Brain small vessel disease with Axenfeld-Rieger anomaly, 607595{Hemorrhage, intracerebral, susceptibility to}, 614519
COL4A1	Schizencephaly 269160
COL4A1	Variable phenotype - porencephaly, destructive cerebral lesions, eye anomalies, intracerebral calcification
COL4A1	autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome, MONDO:0012726
COL4A1	complex ocular phenotypes involving microphthalmia
COL4A1	haematuria
COL4A1	intracranial anuerysms
COL4A1	raised creatinine kinase
COL4A1	tortuous retinal vessels
COL4A1	{Hemorrhage, intracerebral, susceptibility to}, OMIM:614519
FKRP	Confirmed DD gene for Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A5
FKRP	Fukutin-related protein deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)
FKRP	Limb-girdle muscular dystrophy
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A5
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A5 613153
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH OR WITHOUT MENTAL RETARDATION TYPE B5
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH OR WITHOUT MENTAL RETARDATION TYPE B5 606612
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C5
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C5 (MDDGC5)
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C5 607155
FKRP	Muscle- eye- brain disease
FKRP	Muscular dystrophy, congenital, 1c
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5 613153
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5,606612Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5, 607155
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, OMIM:613153
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development), type B, 5, OMIM:606612
FKRP	Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5 606612
FKRP	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5	607155
FKRP	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5 607155
FKRP	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5, OMIM:607155
FKRP	Walker-warburg syndrome or muscle-eye-brain disease
FKRP	Warburg syndrome
FKRP	seizures
HRAS	CONGENITAL MYOPATHY WITH EXCESS OF MUSCLE SPINDLES
HRAS	CONGENITAL MYOPATHY WITH EXCESS OF MUSCLE SPINDLES 218040
HRAS	COSTELLO SYNDROME
HRAS	COSTELLO SYNDROME 218040
HRAS	Cardiomyopathy
HRAS	Congenital myopathy with excess of muscle spindles, OMIM:218040
HRAS	Costello syndrome
HRAS	Costello syndrome, 218040
HRAS	Costello syndrome, OMIM:218040
HRAS	Hemimegalencephaly
HRAS	Myelodysplastic syndrome (MDS), Adult
HRAS	Schimmelpenning-Feuerstein-Mims syndrome, 218040
HRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200
HRAS	syndromic HCM
HRAS	{Bladder cancer, somatic}, 109800Costello syndrome, 218040{Thyroid carcinoma, follicular, somatic}, 188470Congenital myopathy with excess of muscle spindles, 218040{Nevus sebaceous, somatic}, 162900Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200
KRAS	CARDIOFACIOCUTANEOUS SYNDROME
KRAS	CARDIOFACIOCUTANEOUS SYNDROME (CFC SYNDROME)
KRAS	CARDIOFACIOCUTANEOUS SYNDROME 115150
KRAS	CFC syndrome
KRAS	Cardio-Facio-Cutaneous syndrome
KRAS	Cardiofaciocutaneous Syndrome
KRAS	Cardiofaciocutaneous syndrome 2
KRAS	Cardiofaciocutaneous syndrome 2 615278
KRAS	Cardiofaciocutaneous syndrome 2, 615278
KRAS	Cardiomyopathy
KRAS	Hemimegalencephaly
KRAS	Lung cancer, somatic, 211980Bladder cancer, somatic, 109800Pancreatic carcinoma, somatic, 260350Gastric cancer, somatic, 137215Leukemia, acute myelogenousNoonan syndrome 3, 609942Cardiofaciocutaneous syndrome 2, 615278Breast cancer, somatic, 114480SFM syndrome, somatic mosaic, 163200
KRAS	Myelodysplastic syndrome (MDS), Paediatric
KRAS	NOONAN SYNDROME TYPE 3
KRAS	NOONAN SYNDROME TYPE 3 609942
KRAS	Noonan syndrome
KRAS	Noonan syndrome 3
KRAS	Noonan syndrome 3 609942
KRAS	RALD
KRAS	RAS associated lymphoproliferative disease, 614470
KRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200
ARSA	ARYLSULFATASE A DEFICIENCY
ARSA	ARYLSULFATASE A DEFICIENCY 250100
ARSA	Arylsulfatase A Deficiency
ARSA	Dystonia
ARSA	Metachromatic leukodystrophy
ARSA	Metachromatic leukodystrophy (#250100)
ARSA	Metachromatic leukodystrophy (Arylsulfatase A Deficiency)	250100
ARSA	Metachromatic leukodystrophy, 250100
ARSA	Metachromatic leukodystrophy, OMIM:250100
ARSA	Severe late infantile form with mental retardation and severe course. Regression before 30 months
ARSA	adult onset, psychiatric symptoms, leukodystrophy on MRI, progressive neuropathy with SNCV, optic atrophy
ARSA	metachromatic leukodystrophy, juvenile form, MONDO:0009591
CASK	FG SYNDROME TYPE 4
CASK	FG SYNDROME TYPE 4 300422
CASK	FG syndrome 4
CASK	FG syndrome 4 300422
CASK	FG syndrome 4, 300422
CASK	MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA
CASK	MENTAL RETARDATION X-LINKED CASK-RELATED
CASK	MENTAL RETARDATION X-LINKED CASK-RELATED (MRXCASK)
CASK	MENTAL RETARDATION X-LINKED CASK-RELATED 300749
CASK	MICPCH
CASK	MRX WITH/WITHOUT NYSTAGMUS
CASK	MRX WITH/WITHOUT NYSTAGMUS 300749
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia 300749
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia 300749 XLD
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia OMIM:300749
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749FG syndrome 4, 300422Mental retardation, with or without nystagmus, 300422
CASK	Mental retardation, with or without nystagmus
CASK	Mental retardation, with or without nystagmus 300422
CASK	Mental retardation, with or without nystagmus, 300422
CASK	Pontocerebellar Hypoplasia
CASK	anorectal malformation
EXOSC3	Complicated hereditary spastic paraplegia
EXOSC3	PONTOCEREBELLAR HYPOPLASIA TYPE 1 607596
EXOSC3	Pontocerebellar hypoplasia, type 1B, OMIM:614678
GMPPB	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14
GMPPB	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14 615350
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14  615350
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14 OMIM:615350
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14, OMIM:615350
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 14, OMIM:615351
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	 OMIM:615351
GMPPB	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14 OMIM:615352
GMPPB	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14, OMIM:615352
GMPPB	autosomal recessive limb-girdle muscular dystrophy type 2T MONDO:0014142
GMPPB	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14 MONDO:0014140
GMPPB	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B14 MONDO:0014141
PEX1	ADRENOLEUKODYSTROPHY NEONATAL
PEX1	ADRENOLEUKODYSTROPHY NEONATAL 202370
PEX1	Adrenoleukodystrophy
PEX1	Adrenoleukodystrophy neonatal
PEX1	Disorders of peroxisome biogenesis
PEX1	General Leukodystrophy & Mitochondrial Leukoencephalopathy
PEX1	Genetic Retinal Degeneration Conditions
PEX1	INFANTILE REFSUM DISEASE
PEX1	INFANTILE REFSUM DISEASE 266510
PEX1	Neonatal and Adult Cholestasis
PEX1	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 1
PEX1	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 1 (PBD-CG1)
PEX1	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 1 602136
PEX1	Peroxisome Biogenesis Disorder 1A (Zellweger), 214100
PEX1	Peroxisome biogenesis disorder
PEX1	Peroxisome biogenesis disorder 1A (Zellweger)
PEX1	Peroxisome biogenesis disorder 1A (Zellweger) 214100
PEX1	Peroxisome biogenesis disorder 1A (Zellweger), 214100
PEX1	Peroxisome biogenesis disorder 1A (Zellweger), 214100Peroxisome biogenesis disorder 1B (NALD/IRD), 601539
PEX1	Peroxisome biogenesis disorder 1A,B
PEX1	Peroxisome biogenesis disorder 1B (NALD/IRD) 601539
PEX1	Peroxisome biogenesis disorder 1B (NALD/IRD), 601539
PEX1	Peroxisome-Associated Disorders & Zellweger Syndrome
PEX1	Refsum disease infantile
PEX1	Zellweger
PEX1	Zellweger syndrome
PEX1	peroxisome biogenesis disorder 1A, 214100
PEX10	ADRENOLEUKODYSTROPHY NEONATAL
PEX10	ADRENOLEUKODYSTROPHY NEONATAL (NALD)
PEX10	ADRENOLEUKODYSTROPHY NEONATAL 202370
PEX10	Disorders of peroxisome biogenesis
PEX10	Failure to thrive, facial dismorphism, agenesis of the corpus callosum, death in first year of life, axonal motor neuropathy, progressive ataxia and sensory-motor axonal neuropathy in adulthood described
PEX10	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 7
PEX10	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 7 602859
PEX10	Peroxisome biogenesis disorder
PEX10	Peroxisome biogenesis disorder 6A (Zellweger) 614870
PEX10	Peroxisome biogenesis disorder 6A (Zellweger), 614870
PEX10	Peroxisome biogenesis disorder 6A (Zellweger), 614870Peroxisome biogenesis disorder 6B, 614871
PEX10	Peroxisome biogenesis disorder 6B 614871
PEX10	Peroxisome biogenesis disorder 6B, 614871
PEX10	Peroxisome-Associated Disorders & Zellweger Syndrome
PEX10	ZELLWEGER SYNDROME
PEX10	ZELLWEGER SYNDROME 214100
PEX10	Zellweger, peroxisome biogenesis disorder 6A
PEX2	Disorders of peroxisome biogenesis
PEX2	Genetic Retinal Degeneration Conditions
PEX2	INFANTILE REFSUM DISEASE
PEX2	INFANTILE REFSUM DISEASE 266510
PEX2	Neonatal and Adult Cholestasis
PEX2	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 5
PEX2	PEROXISOME BIOGENESIS DISORDER COMPLEMENTATION GROUP 5 170993
PEX2	Peroxisome Biogenesis Disorder 5A (Zellweger), 614866
PEX2	Peroxisome biogenesis disorder
PEX2	Peroxisome biogenesis disorder 5A (Zellweger)
PEX2	Peroxisome biogenesis disorder 5A (Zellweger)	614866
PEX2	Peroxisome biogenesis disorder 5A (Zellweger) 614866
PEX2	Peroxisome biogenesis disorder 5A (Zellweger), 614866
PEX2	Peroxisome biogenesis disorder 5A (Zellweger), 614866Peroxisome biogenesis disorder 5B, 614867
PEX2	Peroxisome biogenesis disorder 5A, (Zellweger)
PEX2	Peroxisome biogenesis disorder 5B	614867
PEX2	Peroxisome biogenesis disorder 5B, 614867
PEX2	ZELLWEGER SYNDROME
PEX2	ZELLWEGER SYNDROME (ZWS)
PEX2	ZELLWEGER SYNDROME 214100
PEX2	Zellweger sydrome
RNASEH2C	(Disorders of nucleotide metabolism,  Aicardi-Gouti res Syndrome) AGS3
RNASEH2C	AICARDI-GOUTIERES SYNDROME 3
RNASEH2C	AICARDI-GOUTIERES SYNDROME 3 610329
RNASEH2C	Aicardi Goutieres Syndrome
RNASEH2C	Aicardi-Goutieres Syndrome
RNASEH2C	Aicardi-Goutieres Syndrome 3
RNASEH2C	Aicardi-Goutieres syndrome 3
RNASEH2C	Aicardi-Goutieres syndrome 3 610329
