gene_symbol	moi
TRAP1	BIALLELIC, autosomal or pseudoautosomal
UGGT1	BIALLELIC, autosomal or pseudoautosomal
GLI3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GLI3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NPHP3	BIALLELIC, autosomal or pseudoautosomal
LYST	BIALLELIC, autosomal or pseudoautosomal
MPV17	BIALLELIC, autosomal or pseudoautosomal
ATM	BIALLELIC, autosomal or pseudoautosomal
KCNA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
KCNA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIF7	BIALLELIC, autosomal or pseudoautosomal
OTX2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
OTX2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SUCLA2	BIALLELIC, autosomal or pseudoautosomal
WDPCP	BIALLELIC, autosomal or pseudoautosomal
WDPCP	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
C5ORF42	BIALLELIC, autosomal or pseudoautosomal
CBL	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CBL	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CBL	Unknown
CEP41	BIALLELIC, autosomal or pseudoautosomal
CLN6	BIALLELIC, autosomal or pseudoautosomal
COASY	BIALLELIC, autosomal or pseudoautosomal
CYP2U1	BIALLELIC, autosomal or pseudoautosomal
DMD	X-LINKED: hemizygous mutation in males, biallelic mutations in females
DMD	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
HNF1B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HNF1B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LAMP2	X-LINKED: hemizygous mutation in males, biallelic mutations in females
LAMP2	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
PRRT2	BIALLELIC, autosomal or pseudoautosomal
PRRT2	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
PRRT2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PRRT2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TCTN3	BIALLELIC, autosomal or pseudoautosomal
VPS33B	BIALLELIC, autosomal or pseudoautosomal
ZFYVE26	BIALLELIC, autosomal or pseudoautosomal
AIFM1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
ARG1	BIALLELIC, autosomal or pseudoautosomal
ATP7A	X-LINKED: hemizygous mutation in males, biallelic mutations in females
CLN3	BIALLELIC, autosomal or pseudoautosomal
CLN5	BIALLELIC, autosomal or pseudoautosomal
COQ8A	BIALLELIC, autosomal or pseudoautosomal
CP	BIALLELIC, autosomal or pseudoautosomal
CP	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
DHFR	BIALLELIC, autosomal or pseudoautosomal
FAH	BIALLELIC, autosomal or pseudoautosomal
KCNQ2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KCNQ2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
L1CAM	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
L1CAM	X-LINKED: hemizygous mutation in males, biallelic mutations in females
MFSD8	BIALLELIC, autosomal or pseudoautosomal
NDUFS1	BIALLELIC, autosomal or pseudoautosomal
NDUFS7	BIALLELIC, autosomal or pseudoautosomal
NEU1	BIALLELIC, autosomal or pseudoautosomal
NKX2-1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NKX2-1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NOTCH3	BIALLELIC, autosomal or pseudoautosomal
NOTCH3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NOTCH3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
OPA1	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
OPA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
OPA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
OPA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PEX11B	BIALLELIC, autosomal or pseudoautosomal
POMK	BIALLELIC, autosomal or pseudoautosomal
PTF1A	BIALLELIC, autosomal or pseudoautosomal
SEC23B	BIALLELIC, autosomal or pseudoautosomal
SLC25A46	BIALLELIC, autosomal or pseudoautosomal
SLC52A3	BIALLELIC, autosomal or pseudoautosomal
SLC52A3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
ST3GAL5	BIALLELIC, autosomal or pseudoautosomal
TCTN2	BIALLELIC, autosomal or pseudoautosomal
TMEM70	BIALLELIC, autosomal or pseudoautosomal
TSEN2	BIALLELIC, autosomal or pseudoautosomal
VIPAS39	BIALLELIC, autosomal or pseudoautosomal
VLDLR	BIALLELIC, autosomal or pseudoautosomal
AARS2	BIALLELIC, autosomal or pseudoautosomal
ALDH5A1	BIALLELIC, autosomal or pseudoautosomal
ALG11	BIALLELIC, autosomal or pseudoautosomal
ALG12	BIALLELIC, autosomal or pseudoautosomal
CENPF	BIALLELIC, autosomal or pseudoautosomal
COG5	BIALLELIC, autosomal or pseudoautosomal
COG6	BIALLELIC, autosomal or pseudoautosomal
COG8	BIALLELIC, autosomal or pseudoautosomal
COQ4	BIALLELIC, autosomal or pseudoautosomal
CTSD	BIALLELIC, autosomal or pseudoautosomal
DARS	BIALLELIC, autosomal or pseudoautosomal
DDHD2	BIALLELIC, autosomal or pseudoautosomal
DHRSX	BIALLELIC, autosomal or pseudoautosomal
DNAJC19	BIALLELIC, autosomal or pseudoautosomal
DPM3	BIALLELIC, autosomal or pseudoautosomal
DPM3	Unknown
EARS2	BIALLELIC, autosomal or pseudoautosomal
EIF2B5	BIALLELIC, autosomal or pseudoautosomal
ELOVL4	BIALLELIC, autosomal or pseudoautosomal
ELOVL4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EPM2A	BIALLELIC, autosomal or pseudoautosomal
FARS2	BIALLELIC, autosomal or pseudoautosomal
FIG4	BIALLELIC, autosomal or pseudoautosomal
FIG4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
FOXRED1	BIALLELIC, autosomal or pseudoautosomal
FOXRED1	Unknown
GPAA1	BIALLELIC, autosomal or pseudoautosomal
GUSB	BIALLELIC, autosomal or pseudoautosomal
HEXB	BIALLELIC, autosomal or pseudoautosomal
HMBS	BIALLELIC, autosomal or pseudoautosomal
HMBS	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
HMBS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
HPRT1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
MCOLN1	BIALLELIC, autosomal or pseudoautosomal
NDUFA1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
NDUFA1	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
NDUFA2	BIALLELIC, autosomal or pseudoautosomal
NHLRC1	BIALLELIC, autosomal or pseudoautosomal
PET100	BIALLELIC, autosomal or pseudoautosomal
PIGV	BIALLELIC, autosomal or pseudoautosomal
PRPS1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
PRPS1	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
SCO2	BIALLELIC, autosomal or pseudoautosomal
SKIV2L	BIALLELIC, autosomal or pseudoautosomal
SLC37A4	BIALLELIC, autosomal or pseudoautosomal
SLC37A4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SLC37A4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SLC9A6	X-LINKED: hemizygous mutation in males, biallelic mutations in females
SLC9A6	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ST3GAL3	BIALLELIC, autosomal or pseudoautosomal
SUMF1	BIALLELIC, autosomal or pseudoautosomal
TANGO2	BIALLELIC, autosomal or pseudoautosomal
ZEB2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZEB2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
AAAS	BIALLELIC, autosomal or pseudoautosomal
ASL	BIALLELIC, autosomal or pseudoautosomal
ASPA	BIALLELIC, autosomal or pseudoautosomal
ATRX	X-LINKED: hemizygous mutation in males, biallelic mutations in females
ATRX	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
B4GALT7	BIALLELIC, autosomal or pseudoautosomal
B9D2	BIALLELIC, autosomal or pseudoautosomal
BCAP31	X-LINKED: hemizygous mutation in males, biallelic mutations in females
BLM	BIALLELIC, autosomal or pseudoautosomal
CEP104	BIALLELIC, autosomal or pseudoautosomal
CHMP1A	BIALLELIC, autosomal or pseudoautosomal
COG1	BIALLELIC, autosomal or pseudoautosomal
CRB2	BIALLELIC, autosomal or pseudoautosomal
CUL3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CUL3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DDX3X	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
DDX59	BIALLELIC, autosomal or pseudoautosomal
DYRK1A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DYRK1A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EIF2B1	BIALLELIC, autosomal or pseudoautosomal
EIF2B1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EIF2B3	BIALLELIC, autosomal or pseudoautosomal
EXOSC8	BIALLELIC, autosomal or pseudoautosomal
FUCA1	BIALLELIC, autosomal or pseudoautosomal
GCDH	BIALLELIC, autosomal or pseudoautosomal
GFPT1	BIALLELIC, autosomal or pseudoautosomal
GNB1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GNB1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
HACE1	BIALLELIC, autosomal or pseudoautosomal
IER3IP1	BIALLELIC, autosomal or pseudoautosomal
IFT172	BIALLELIC, autosomal or pseudoautosomal
KCNMA1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
KCNMA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIAA0586	BIALLELIC, autosomal or pseudoautosomal
KYNU	BIALLELIC, autosomal or pseudoautosomal
L2HGDH	BIALLELIC, autosomal or pseudoautosomal
NAGA	BIALLELIC, autosomal or pseudoautosomal
PDHX	BIALLELIC, autosomal or pseudoautosomal
PGAP2	BIALLELIC, autosomal or pseudoautosomal
PGAP2	Unknown
PGAP3	BIALLELIC, autosomal or pseudoautosomal
PIGL	BIALLELIC, autosomal or pseudoautosomal
PIGS	BIALLELIC, autosomal or pseudoautosomal
PPP1CB	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PSAP	BIALLELIC, autosomal or pseudoautosomal
RMND1	BIALLELIC, autosomal or pseudoautosomal
RNU4-2	BIALLELIC, autosomal or pseudoautosomal
RNU4-2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RNU4-2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SCN2A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SCN2A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC25A4	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SLC25A4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SLC25A4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SLC30A10	BIALLELIC, autosomal or pseudoautosomal
SLC39A14	BIALLELIC, autosomal or pseudoautosomal
SMC1A	Unknown
SMC1A	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
SNAP25	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SNAP25	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SNX14	BIALLELIC, autosomal or pseudoautosomal
SPRED2	BIALLELIC, autosomal or pseudoautosomal
SPTAN1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SPTAN1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
STT3A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
STT3A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
STT3A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SUFU	BIALLELIC, autosomal or pseudoautosomal
SUFU	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
SUFU	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SUFU	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
SUFU	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TMEM165	BIALLELIC, autosomal or pseudoautosomal
TOR1A	BIALLELIC, autosomal or pseudoautosomal
TOR1A	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
TOR1A	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
TOR1A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TOR1A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TYMP	BIALLELIC, autosomal or pseudoautosomal
WDR81	BIALLELIC, autosomal or pseudoautosomal
XYLT1	BIALLELIC, autosomal or pseudoautosomal
XYLT2	BIALLELIC, autosomal or pseudoautosomal
ACBD6	BIALLELIC, autosomal or pseudoautosomal
ARMC9	BIALLELIC, autosomal or pseudoautosomal
ATP1A1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATP1A1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
C2ORF69	BIALLELIC, autosomal or pseudoautosomal
CCBE1	BIALLELIC, autosomal or pseudoautosomal
CHD4	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
CHD4	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
CLP1	BIALLELIC, autosomal or pseudoautosomal
EEFSEC	BIALLELIC, autosomal or pseudoautosomal
EIF2S3	X-LINKED: hemizygous mutation in males, biallelic mutations in females
EIF2S3	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
ENTPD1	BIALLELIC, autosomal or pseudoautosomal
FAM126A	BIALLELIC, autosomal or pseudoautosomal
FUK	BIALLELIC, autosomal or pseudoautosomal
GRIN1	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal
GRIN1	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
GRIN1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GTPBP2	BIALLELIC, autosomal or pseudoautosomal
HCFC1	X-LINKED: hemizygous mutation in males, biallelic mutations in females
HECTD4	BIALLELIC, autosomal or pseudoautosomal
HIBCH	BIALLELIC, autosomal or pseudoautosomal
IRF2BPL	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
IRF2BPL	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIDINS220	BIALLELIC, autosomal or pseudoautosomal
KIDINS220	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
KIDINS220	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KIF5A	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KIF5A	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
KMT2B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
KMT2B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
LSS	BIALLELIC, autosomal or pseudoautosomal
MACF1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MACF1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MAF	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MAF	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MEF2C	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
MEF2C	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
MINPP1	BIALLELIC, autosomal or pseudoautosomal
MLC1	BIALLELIC, autosomal or pseudoautosomal
MSTO1	BIALLELIC, autosomal or pseudoautosomal
MTOR	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NACC1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
NACC1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
NSRP1	BIALLELIC, autosomal or pseudoautosomal
PAFAH1B1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PAFAH1B1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PBX1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PBX1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PCYT2	BIALLELIC, autosomal or pseudoautosomal
PPFIBP1	BIALLELIC, autosomal or pseudoautosomal
PRDM13	BIALLELIC, autosomal or pseudoautosomal
PRDM13	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RAB11B	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RAB11B	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
RAB18	BIALLELIC, autosomal or pseudoautosomal
RNU7-1	BIALLELIC, autosomal or pseudoautosomal
SLC1A4	BIALLELIC, autosomal or pseudoautosomal
SLX4	BIALLELIC, autosomal or pseudoautosomal
SPAST	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
SPAST	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SPATA5	BIALLELIC, autosomal or pseudoautosomal
STRADA	BIALLELIC, autosomal or pseudoautosomal
TAF8	BIALLELIC, autosomal or pseudoautosomal
TRIM8	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TRIM8	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
WDR45B	BIALLELIC, autosomal or pseudoautosomal
ZSWIM6	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ZSWIM6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
TINF2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
TINF2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DGUOK	BIALLELIC, autosomal or pseudoautosomal
PAX6	BIALLELIC, autosomal or pseudoautosomal
PAX6	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PAX6	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ATN1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
ATN1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
ATN1	Other
FTL	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
FTL	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
FTL	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PAX2	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
PAX2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
PAX2	Unknown
PCDH12	BIALLELIC, autosomal or pseudoautosomal
PHGDH	BIALLELIC, autosomal or pseudoautosomal
RET	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
RET	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
RET	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
SDHA	BIALLELIC, autosomal or pseudoautosomal
SDHA	BOTH monoallelic and biallelic, autosomal or pseudoautosomal
AARS	BIALLELIC, autosomal or pseudoautosomal
AARS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
DNMT1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
DNMT1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
EYA1	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
EYA1	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
FGFR2	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GBA2	BIALLELIC, autosomal or pseudoautosomal
GNAS	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted
GNAS	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown
GNAS	MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)
GNAS	Unknown
GOSR2	BIALLELIC, autosomal or pseudoautosomal
HCCS	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)
